CustomerID,SessionDuration,PagesVisited,ItemsAddedToCart,ItemsRemovedFromCart,DeviceUsed
CUST04555,16.18,2,1,1,Desktop
CUST04556,28.73,3,4,0,Tablet
CUST04557,3.26,3,3,2,Tablet
CUST04558,12.79,7,0,0,Mobile
CUST04559,17.31,1,0,0,Desktop
CUST04560,30.17,3,3,3,Tablet
CUST04561,20.24,6,2,2,Tablet
CUST04562,8.78,1,5,3,Mobile
CUST04563,0.09,4,3,2,Mobile
CUST04564,53.21,2,5,1,Desktop
CUST04565,9.13,2,3,2,Mobile
CUST04566,13.01,4,4,0,Desktop
CUST04567,10.46,5,2,0,Mobile
CUST04568,12.2,10,2,2,Tablet
CUST04569,0.2,4,5,0,Mobile
CUST04570,8.49,7,4,2,Mobile
CUST04571,5.34,1,3,2,Desktop
CUST04572,1.01,10,4,3,Mobile
CUST04573,21.77,2,0,0,Mobile
CUST04574,2.33,6,1,1,Desktop
CUST04575,1.81,6,5,5,Desktop
CUST04576,26.3,2,3,2,Desktop
CUST04577,21.42,1,5,1,Mobile
CUST04578,28.64,3,3,1,Tablet
CUST04579,15.84,1,3,2,Desktop
CUST04580,82.79,4,1,0,Tablet
CUST04581,8.47,4,0,0,Mobile
CUST04582,61.05,4,2,1,Desktop
CUST04583,10.36,4,2,0,Desktop
CUST04584,72.85,4,4,3,Mobile
CUST04585,0.73,6,4,0,Tablet
CUST04586,9.39,7,3,2,Tablet
CUST04587,8.47,6,2,0,Desktop
CUST04588,19.44,1,5,0,Mobile
CUST04589,9.23,5,4,0,Tablet
CUST04590,12.32,1,4,2,Desktop
CUST04591,14.71,4,4,4,Mobile
CUST04592,3.72,4,3,1,Mobile
CUST04593,3.23,3,0,0,Desktop
CUST04594,2.49,4,4,3,Tablet
CUST04595,56.16,5,4,0,Desktop
CUST04596,13.69,2,0,0,Tablet
CUST04597,2.41,3,5,3,Mobile
CUST04598,7.16,7,0,0,Desktop
CUST04599,14.99,4,2,0,Mobile
CUST04600,6.47,1,2,0,Tablet
CUST04601,1.37,7,1,1,Desktop
CUST04602,64.21,6,1,1,Desktop
CUST04603,1.46,10,4,0,Mobile
CUST04604,5.67,1,1,1,Desktop
CUST04605,0.41,6,5,5,Mobile
CUST04606,23.22,1,5,1,Desktop
CUST04607,7.85,5,4,3,Tablet
CUST04608,4.75,4,4,2,Desktop
CUST04609,7.71,4,0,0,Desktop
CUST04610,2.77,10,1,1,Tablet
CUST04611,0.17,6,2,0,Tablet
CUST04612,17.3,4,5,1,Tablet
CUST04613,4.38,3,4,4,Tablet
CUST04614,3.62,5,2,1,Desktop
CUST04615,9.12,1,2,2,Tablet
CUST04616,19.54,5,1,0,Tablet
CUST04617,0.77,2,1,1,Mobile
CUST04618,0.23,7,3,3,Tablet
CUST04619,12.25,4,4,1,Tablet
CUST04620,14.82,6,3,0,Desktop
CUST04621,17.9,2,0,0,Mobile
CUST04622,15.28,1,4,3,Mobile
CUST04623,2.94,3,5,1,Tablet
CUST04624,9.93,7,4,3,Mobile
CUST04625,17.67,11,4,0,Tablet
CUST04626,7.92,5,5,3,Mobile
CUST04627,3.81,7,0,0,Tablet
CUST04628,26.67,4,2,2,Desktop
CUST04629,5.63,6,2,2,Tablet
CUST04630,68.18,9,3,0,Tablet
CUST04631,7.92,1,3,2,Desktop
CUST04632,34.33,3,4,4,Desktop
CUST04633,5.41,3,1,0,Mobile
CUST04634,6.21,3,4,0,Tablet
CUST04635,9.53,7,0,0,Tablet
CUST04636,20.71,11,3,3,Mobile
CUST04637,4.01,7,3,0,Desktop
CUST04638,7.54,4,0,0,Tablet
CUST04639,4.43,8,0,0,Tablet
CUST04640,1.33,1,0,0,Mobile
CUST04641,6.97,7,3,2,Desktop
CUST04642,6.49,2,2,0,Mobile
CUST04643,35.61,7,1,1,Desktop
CUST04644,13.94,6,0,0,Mobile
CUST04645,5.85,6,3,1,Tablet
CUST04646,9.41,2,5,4,Mobile
CUST04647,10.29,6,3,1,Desktop
CUST04648,2.59,3,5,5,Tablet
CUST04649,14.98,6,4,4,Desktop
CUST04650,16.17,7,1,1,Desktop
CUST04651,35.97,7,1,0,Tablet
CUST04652,3.35,7,1,1,Tablet
CUST04653,17.08,9,3,1,Mobile
CUST04654,15.81,1,2,2,Desktop
CUST04655,2.8,2,0,0,Desktop
CUST04656,15.55,2,3,3,Mobile
CUST04657,7.74,1,1,0,Desktop
CUST04658,26.72,1,0,0,Tablet
CUST04659,0.74,2,4,1,Desktop
CUST04660,5.34,3,2,0,Desktop
CUST04661,22.28,7,1,1,Desktop
CUST04662,3.74,6,5,0,Desktop
CUST04663,1.71,6,3,3,Mobile
CUST04664,27.39,8,5,2,Desktop
CUST04665,57.6,7,4,2,Tablet
CUST04666,20.88,5,0,0,Desktop
CUST04667,2.78,2,2,2,Tablet
CUST04668,35.31,6,0,0,Mobile
CUST04669,6.06,9,5,1,Tablet
CUST04670,23.8,4,3,2,Tablet
CUST04671,5.29,2,5,1,Desktop
CUST04672,8.03,2,4,1,Desktop
CUST04673,29.77,4,1,0,Mobile
CUST04674,16.93,3,5,0,Mobile
CUST04675,10.95,5,4,0,Tablet
CUST04676,2.48,9,4,3,Mobile
CUST04677,0.33,4,5,5,Desktop
CUST04678,25.54,4,2,0,Desktop
CUST04679,5.23,5,0,0,Tablet
CUST04680,19.58,8,1,1,Tablet
CUST04681,5.91,7,2,0,Mobile
CUST04682,6.84,1,1,1,Mobile
CUST04683,14.54,4,5,3,Desktop
CUST04684,0.27,1,3,1,Desktop
CUST04685,15.37,2,4,4,Desktop
CUST04686,16.28,5,4,4,Mobile
CUST04687,15.04,4,1,0,Desktop
CUST04688,4.75,3,1,0,Desktop
CUST04689,5.35,11,1,0,Tablet
CUST04690,2.62,1,1,0,Desktop
CUST04691,24.34,4,4,1,Tablet
CUST04692,10.99,3,1,1,Tablet
CUST04693,16.85,7,4,1,Desktop
CUST04694,8.08,3,0,0,Mobile
CUST04695,1.31,7,5,1,Desktop
CUST04696,9.53,10,3,2,Mobile
CUST04697,2.81,6,2,0,Mobile
CUST04698,8.39,7,0,0,Desktop
CUST04699,2.0,5,1,0,Mobile
CUST04700,11.93,2,3,2,Tablet
CUST04701,2.95,5,5,1,Mobile
CUST04702,12.82,7,1,0,Mobile
CUST04703,9.14,2,1,1,Desktop
CUST04704,33.43,3,0,0,Mobile
CUST04705,24.51,3,2,2,Mobile
CUST04706,41.3,1,0,0,Tablet
CUST04707,18.8,8,2,2,Tablet
CUST04708,15.48,5,3,1,Mobile
CUST04709,5.92,3,4,4,Tablet
CUST04710,9.7,2,4,4,Tablet
CUST04711,48.06,1,5,4,Desktop
CUST04712,5.04,1,2,1,Desktop
CUST04713,16.68,6,5,3,Desktop
CUST04714,4.51,9,4,2,Tablet
CUST04715,26.3,5,5,4,Mobile
CUST04716,1.65,8,1,1,Desktop
CUST04717,2.54,3,5,1,Desktop
CUST04718,30.38,2,2,0,Tablet
CUST04719,10.07,1,4,1,Mobile
CUST04720,5.75,9,5,2,Desktop
CUST04721,1.27,2,2,0,Mobile
CUST04722,3.17,6,2,0,Tablet
CUST04723,0.78,7,1,1,Mobile
CUST04724,9.07,5,4,0,Tablet
CUST04725,22.63,7,4,4,Tablet
CUST04726,4.05,4,3,3,Tablet
CUST04727,14.14,2,2,1,Desktop
CUST04728,2.04,2,1,1,Desktop
CUST04729,7.79,4,5,1,Desktop
CUST04730,0.03,2,2,2,Mobile
CUST04731,2.32,1,3,0,Tablet
CUST04732,4.1,4,0,0,Tablet
CUST04733,36.27,3,2,0,Mobile
CUST04734,11.75,7,5,2,Mobile
CUST04735,13.46,5,5,2,Tablet
CUST04736,39.35,3,1,0,Desktop
CUST04737,51.9,4,3,1,Desktop
CUST04738,8.84,8,2,2,Mobile
CUST04739,4.3,3,3,3,Desktop
CUST04740,12.95,1,1,0,Desktop
CUST04741,4.71,12,3,2,Mobile
CUST04742,7.91,4,2,1,Desktop
CUST04743,0.49,3,2,0,Tablet
CUST04744,33.1,9,0,0,Mobile
CUST04745,24.11,3,0,0,Tablet
CUST04746,6.86,1,2,0,Tablet
CUST04747,46.71,3,5,0,Mobile
CUST04748,9.77,1,5,3,Desktop
CUST04749,37.3,10,3,2,Tablet
CUST04750,2.03,5,3,3,Desktop
CUST04751,20.78,4,5,0,Mobile
CUST04752,2.02,11,2,1,Desktop
CUST04753,1.76,4,3,0,Desktop
CUST04754,2.6,7,4,4,Desktop
CUST04755,29.45,5,1,0,Tablet
CUST04756,14.57,9,0,0,Desktop
CUST04757,14.36,3,5,0,Desktop
CUST04758,18.18,1,0,0,Tablet
CUST04759,9.74,3,4,2,Tablet
CUST04760,35.05,1,4,4,Mobile
CUST04761,1.64,3,0,0,Desktop
CUST04762,0.39,3,4,2,Desktop
CUST04763,0.22,7,0,0,Tablet
CUST04764,12.28,1,4,4,Tablet
CUST04765,19.86,3,1,1,Desktop
CUST04766,56.6,1,4,4,Desktop
CUST04767,56.38,3,1,0,Desktop
CUST04768,17.54,5,1,1,Tablet
CUST04769,53.27,6,1,0,Desktop
CUST04770,8.56,6,5,2,Desktop
CUST04771,16.73,4,2,2,Tablet
CUST04772,5.8,5,4,0,Tablet
CUST04773,54.45,8,5,5,Mobile
CUST04774,11.55,7,4,0,Tablet
CUST04775,9.27,3,5,0,Mobile
CUST04776,3.46,6,5,5,Tablet
CUST04777,4.99,9,4,3,Mobile
CUST04778,53.07,9,3,0,Mobile
CUST04779,29.65,2,3,3,Desktop
CUST04780,0.87,8,5,4,Desktop
CUST04781,0.67,3,4,0,Desktop
CUST04782,0.18,3,0,0,Tablet
CUST04783,10.76,4,1,0,Desktop
CUST04784,30.21,6,3,0,Mobile
CUST04785,4.07,5,2,0,Tablet
CUST04786,0.42,1,3,0,Tablet
CUST04787,52.06,7,4,0,Desktop
CUST04788,3.85,10,2,0,Tablet
CUST04789,17.42,6,4,2,Desktop
CUST04790,8.92,3,2,1,Mobile
CUST04791,8.26,8,5,4,Mobile
CUST04792,6.71,6,1,0,Desktop
CUST04793,77.6,6,0,0,Tablet
CUST04794,36.97,7,0,0,Mobile
CUST04795,39.35,1,0,0,Desktop
CUST04796,2.34,2,3,0,Tablet
CUST04797,43.63,2,3,3,Mobile
CUST04798,21.09,1,2,0,Mobile
CUST04799,24.26,1,3,1,Tablet
CUST04800,10.8,4,5,1,Mobile
CUST04801,25.27,6,1,1,Mobile
CUST04802,13.34,1,5,4,Mobile
CUST04803,1.12,7,0,0,Desktop
CUST04804,11.67,9,1,1,Desktop
CUST04805,28.56,8,5,2,Mobile
CUST04806,23.4,2,1,1,Desktop
CUST04807,5.72,6,2,2,Desktop
CUST04808,5.27,3,1,1,Mobile
CUST04809,31.22,4,5,1,Tablet
CUST04810,73.21,6,5,4,Desktop
CUST04811,13.31,4,1,1,Mobile
CUST04812,5.45,1,5,1,Mobile
CUST04813,18.0,1,1,1,Desktop
CUST04814,6.76,10,0,0,Desktop
CUST04815,6.76,8,2,2,Tablet
CUST04816,1.36,2,2,0,Mobile
CUST04817,20.64,5,0,0,Tablet
CUST04818,5.0,13,4,1,Desktop
CUST04819,16.33,11,0,0,Mobile
CUST04820,4.97,3,0,0,Desktop
CUST04821,42.58,4,5,5,Tablet
CUST04822,3.92,1,5,0,Tablet
CUST04823,19.04,2,5,1,Desktop
CUST04824,1.34,5,3,3,Mobile
CUST04825,5.3,3,1,0,Mobile
CUST04826,33.39,3,3,2,Mobile
CUST04827,10.2,3,3,3,Desktop
CUST04828,11.81,7,4,3,Tablet
CUST04829,31.08,7,4,3,Desktop
CUST04830,16.09,5,1,1,Mobile
CUST04831,21.21,1,0,0,Desktop
CUST04832,5.1,7,4,4,Tablet
CUST04833,31.65,9,0,0,Tablet
CUST04834,54.4,9,3,2,Mobile
CUST04835,3.58,2,0,0,Desktop
CUST04836,12.26,8,5,5,Desktop
CUST04837,6.99,9,4,2,Desktop
CUST04838,41.9,3,0,0,Mobile
CUST04839,34.11,1,3,3,Tablet
CUST04840,3.34,2,3,2,Mobile
CUST04841,0.05,1,5,4,Desktop
CUST04842,26.55,6,3,2,Mobile
CUST04843,1.93,3,5,2,Tablet
CUST04844,0.85,5,0,0,Mobile
CUST04845,7.5,5,1,1,Desktop
CUST04846,5.59,4,4,3,Desktop
CUST04847,1.01,5,5,4,Desktop
CUST04848,7.54,2,3,2,Tablet
CUST04849,18.97,7,4,2,Desktop
CUST04850,0.88,8,1,0,Desktop
CUST04851,6.6,6,1,0,Desktop
CUST04852,22.09,7,0,0,Desktop
CUST04853,9.18,1,0,0,Tablet
CUST04854,31.59,1,4,2,Desktop
CUST04855,37.09,1,2,2,Tablet
CUST04856,12.2,5,1,0,Desktop
CUST04857,34.6,10,3,1,Desktop
CUST04858,2.8,5,1,1,Tablet
CUST04859,14.76,2,5,4,Tablet
CUST04860,16.06,6,3,1,Mobile
CUST04861,20.49,6,3,1,Desktop
CUST04862,32.17,1,1,1,Tablet
CUST04863,32.26,2,3,1,Mobile
CUST04864,31.89,4,5,2,Desktop
CUST04865,3.94,4,3,0,Tablet
CUST04866,18.23,2,3,0,Desktop
CUST04867,38.06,1,5,4,Tablet
CUST04868,13.8,6,5,5,Tablet
CUST04869,6.51,5,0,0,Desktop
CUST04870,0.88,13,5,2,Tablet
CUST04871,3.08,6,5,0,Desktop
CUST04872,0.09,3,5,3,Mobile
CUST04873,7.64,1,3,0,Mobile
CUST04874,2.48,7,5,0,Tablet
CUST04875,10.63,6,3,3,Tablet
CUST04876,2.61,2,5,2,Mobile
CUST04877,16.26,3,5,1,Mobile
CUST04878,16.96,5,1,0,Tablet
CUST04879,0.69,2,4,0,Tablet
CUST04880,13.68,6,5,1,Tablet
CUST04881,9.48,6,3,3,Desktop
CUST04882,19.87,5,0,0,Desktop
CUST04883,6.08,1,4,2,Tablet
CUST04884,21.24,8,0,0,Tablet
CUST04885,5.43,6,1,0,Tablet
CUST04886,1.02,7,0,0,Tablet
CUST04887,8.08,1,2,0,Tablet
CUST04888,15.65,11,5,0,Tablet
CUST04889,27.0,6,2,2,Tablet
CUST04890,6.75,6,3,3,Mobile
CUST04891,19.89,3,1,0,Mobile
CUST04892,42.79,6,0,0,Tablet
CUST04893,7.38,7,0,0,Tablet
CUST04894,9.77,1,3,0,Mobile
CUST04895,14.17,7,1,1,Tablet
CUST04896,33.31,7,5,2,Desktop
CUST04897,15.1,3,2,0,Desktop
CUST04898,3.32,1,4,1,Desktop
CUST04899,12.71,2,2,1,Tablet
CUST04900,31.78,7,0,0,Mobile
CUST04901,32.33,4,2,1,Desktop
CUST04902,19.29,8,0,0,Tablet
CUST04903,9.3,4,3,1,Tablet
CUST04904,68.57,4,3,0,Desktop
CUST04905,1.74,2,0,0,Mobile
CUST04906,1.97,3,5,5,Mobile
CUST04907,12.55,8,4,0,Mobile
CUST04908,2.8,6,4,0,Mobile
CUST04909,5.01,11,4,1,Desktop
CUST04910,8.12,5,2,2,Desktop
CUST04911,45.22,9,4,2,Tablet
CUST04912,1.89,3,1,1,Desktop
CUST04913,10.12,1,0,0,Desktop
CUST04914,0.14,1,1,1,Mobile
CUST04915,22.28,7,4,3,Mobile
CUST04916,0.55,5,4,1,Tablet
CUST04917,24.94,4,2,1,Desktop
CUST04918,26.13,9,3,2,Tablet
CUST04919,6.59,7,1,0,Desktop
CUST04920,5.27,3,2,0,Tablet
CUST04921,7.53,6,1,0,Mobile
CUST04922,6.13,9,5,4,Mobile
CUST04923,1.85,8,5,1,Tablet
CUST04924,0.09,4,2,0,Tablet
CUST04925,12.74,4,1,0,Tablet
CUST04926,5.5,10,4,3,Desktop
CUST04927,64.17,5,0,0,Desktop
CUST04928,52.5,5,5,4,Desktop
CUST04929,1.5,9,1,1,Tablet
CUST04930,47.07,12,3,0,Mobile
CUST04931,61.7,8,0,0,Tablet
CUST04932,20.12,7,1,0,Mobile
CUST04933,7.12,5,1,1,Desktop
CUST04934,6.16,4,1,0,Tablet
CUST04935,15.18,7,3,3,Mobile
CUST04936,11.17,1,0,0,Mobile
CUST04937,27.83,1,2,1,Mobile
CUST04938,15.12,5,1,1,Mobile
CUST04939,3.03,10,5,0,Mobile
CUST04940,17.09,6,1,1,Desktop
CUST04941,18.91,9,5,0,Mobile
CUST04942,33.29,6,2,2,Tablet
CUST04943,9.96,3,1,0,Desktop
CUST04944,30.93,4,4,3,Desktop
CUST04945,37.63,6,5,4,Desktop
CUST04946,0.48,1,4,2,Tablet
CUST04947,32.98,3,2,1,Mobile
CUST04948,5.78,6,4,1,Tablet
CUST04949,5.98,2,0,0,Mobile
CUST04950,4.1,1,5,5,Mobile
CUST04951,3.93,3,2,2,Mobile
CUST04952,28.31,5,5,2,Desktop
CUST04953,29.22,7,4,3,Desktop
CUST04954,10.19,8,2,0,Tablet
CUST04955,1.58,2,4,2,Mobile
CUST04956,34.55,6,4,2,Tablet
CUST04957,2.23,2,2,0,Mobile
CUST04958,0.09,6,5,0,Desktop
CUST04959,12.01,5,0,0,Tablet
CUST04960,14.88,2,2,2,Mobile
CUST04961,69.05,4,4,2,Mobile
CUST04962,1.67,2,5,5,Mobile
CUST04963,42.02,8,2,0,Mobile
CUST04964,21.23,1,1,1,Mobile
CUST04965,12.85,5,5,3,Desktop
CUST04966,2.93,6,0,0,Mobile
CUST04967,15.92,4,5,1,Tablet
CUST04968,16.4,7,3,1,Mobile
CUST04969,13.86,10,4,4,Tablet
CUST04970,9.27,5,1,1,Desktop
CUST04971,13.75,2,1,1,Mobile
CUST04972,1.89,2,5,4,Tablet
CUST04973,17.96,7,5,2,Desktop
CUST04974,11.99,3,0,0,Desktop
CUST04975,4.39,3,1,1,Tablet
CUST04976,51.07,9,1,0,Tablet
CUST04977,19.95,12,2,1,Mobile
CUST04978,8.91,7,4,2,Mobile
CUST04979,15.46,4,5,2,Desktop
CUST04980,0.92,8,1,1,Tablet
CUST04981,21.03,1,5,0,Tablet
CUST04982,36.06,4,2,0,Desktop
CUST04983,0.36,1,2,0,Desktop
CUST04984,13.28,1,2,0,Desktop
CUST04985,0.02,2,1,1,Tablet
CUST04986,25.24,3,1,1,Desktop
CUST04987,7.22,8,5,0,Desktop
CUST04988,17.99,6,3,2,Mobile
CUST04989,0.35,1,3,2,Mobile
CUST04990,7.68,5,4,3,Mobile
CUST04991,8.3,2,3,0,Mobile
CUST04992,28.06,4,2,0,Desktop
CUST04993,8.89,7,0,0,Desktop
CUST04994,0.35,7,2,2,Tablet
CUST04995,1.71,8,3,2,Tablet
CUST04996,0.48,4,2,2,Mobile
CUST04997,3.61,9,4,1,Desktop
CUST04998,7.01,3,3,2,Desktop
CUST04999,13.01,6,0,0,Mobile
CUST05000,13.29,9,4,2,Tablet
CUST05001,39.77,2,2,2,Mobile
CUST05002,8.3,9,1,0,Mobile
CUST05003,13.55,1,2,1,Tablet
CUST05004,6.78,1,1,0,Desktop
CUST05005,15.08,5,3,0,Tablet
CUST05006,3.08,2,2,2,Desktop
CUST05007,30.11,10,5,2,Tablet
CUST05008,20.2,7,2,0,Mobile
CUST05009,7.26,1,1,1,Mobile
CUST05010,18.76,6,1,1,Desktop
CUST05011,16.32,4,3,0,Desktop
CUST05012,0.62,1,4,2,Mobile
CUST05013,1.04,5,3,3,Desktop
CUST05014,3.3,7,3,2,Tablet
CUST05015,25.69,5,0,0,Tablet
CUST05016,2.8,9,0,0,Tablet
CUST05017,23.97,3,5,2,Mobile
CUST05018,0.77,1,0,0,Mobile
CUST05019,5.01,7,3,3,Tablet
CUST05020,1.36,1,1,0,Tablet
CUST05021,22.19,1,4,3,Desktop
CUST05022,2.9,5,1,0,Mobile
CUST05023,26.98,1,1,0,Mobile
CUST05024,6.36,1,0,0,Tablet
CUST05025,48.01,5,0,0,Mobile
CUST05026,15.6,2,2,0,Desktop
CUST05027,4.26,6,0,0,Desktop
CUST05028,16.11,5,0,0,Desktop
CUST05029,9.7,3,3,1,Desktop
CUST05030,2.36,2,3,2,Tablet
CUST05031,6.47,1,1,1,Desktop
CUST05032,0.39,1,0,0,Tablet
CUST05033,20.08,3,0,0,Tablet
CUST05034,29.6,2,3,0,Tablet
CUST05035,8.67,7,5,3,Desktop
CUST05036,14.19,1,3,2,Tablet
CUST05037,12.92,7,5,2,Desktop
CUST05038,37.77,4,4,2,Desktop
CUST05039,36.91,6,4,4,Desktop
CUST05040,13.14,6,3,1,Mobile
CUST05041,8.8,9,5,0,Desktop
CUST05042,2.19,8,5,5,Mobile
CUST05043,9.74,7,3,1,Tablet
CUST05044,3.61,2,1,0,Desktop
CUST05045,2.92,6,5,1,Tablet
CUST05046,6.73,9,5,2,Desktop
CUST05047,16.87,6,5,4,Mobile
CUST05048,3.33,6,1,1,Mobile
CUST05049,2.65,5,3,1,Desktop
CUST05050,1.7,10,4,3,Tablet
CUST05051,8.4,8,5,5,Desktop
CUST05052,31.95,7,4,3,Desktop
CUST05053,8.51,3,0,0,Mobile
CUST05054,7.97,4,4,0,Tablet
CUST05055,21.29,1,2,0,Tablet
CUST05056,3.18,3,0,0,Desktop
CUST05057,50.71,9,0,0,Mobile
CUST05058,4.09,3,0,0,Mobile
CUST05059,0.28,5,0,0,Mobile
CUST05060,21.75,5,3,0,Desktop
CUST05061,13.33,4,0,0,Tablet
CUST05062,32.42,3,0,0,Desktop
CUST05063,21.52,7,5,2,Mobile
CUST05064,13.98,4,5,5,Tablet
CUST05065,17.72,1,4,0,Tablet
CUST05066,4.42,2,3,3,Desktop
CUST05067,18.17,5,5,5,Mobile
CUST05068,95.93,3,4,1,Mobile
CUST05069,2.89,5,0,0,Mobile
CUST05070,66.53,7,2,1,Mobile
CUST05071,6.14,7,0,0,Mobile
CUST05072,7.29,1,4,4,Tablet
CUST05073,31.41,1,4,3,Tablet
CUST05074,10.2,10,5,1,Tablet
CUST05075,0.38,5,4,0,Desktop
CUST05076,37.16,5,1,0,Tablet
CUST05077,7.36,4,2,1,Mobile
CUST05078,0.47,1,1,0,Desktop
CUST05079,5.24,6,0,0,Desktop
CUST05080,5.87,4,5,1,Tablet
CUST05081,21.77,9,0,0,Tablet
CUST05082,13.11,2,1,0,Tablet
CUST05083,20.66,6,5,2,Desktop
CUST05084,4.4,1,3,0,Mobile
CUST05085,11.4,1,4,1,Mobile
CUST05086,12.2,10,3,2,Mobile
CUST05087,6.91,3,3,2,Tablet
CUST05088,32.82,6,2,1,Tablet
CUST05089,11.08,2,1,0,Desktop
CUST05090,31.37,4,4,0,Tablet
CUST05091,18.18,3,4,3,Tablet
CUST05092,12.77,4,5,4,Tablet
CUST05093,5.91,3,4,0,Tablet
CUST05094,28.93,1,3,1,Tablet
CUST05095,19.35,1,2,1,Desktop
CUST05096,11.62,6,0,0,Desktop
CUST05097,35.37,5,3,2,Desktop
CUST05098,14.55,1,3,0,Desktop
CUST05099,10.96,4,5,2,Mobile
CUST05100,4.6,6,3,3,Tablet
CUST05101,6.07,3,1,0,Mobile
CUST05102,0.05,6,4,4,Tablet
CUST05103,16.65,2,4,3,Mobile
CUST05104,24.16,2,0,0,Mobile
CUST05105,2.45,6,3,1,Mobile
CUST05106,2.16,2,1,1,Mobile
CUST05107,25.86,4,2,0,Desktop
CUST05108,46.86,4,5,1,Tablet
CUST05109,0.53,7,1,0,Mobile
CUST05110,7.36,2,4,3,Mobile
CUST05111,8.76,9,5,4,Mobile
CUST05112,0.6,10,0,0,Desktop
CUST05113,8.92,1,4,0,Tablet
CUST05114,23.24,1,2,1,Mobile
CUST05115,0.78,5,1,1,Tablet
CUST05116,22.81,6,0,0,Tablet
CUST05117,11.66,5,5,2,Desktop
CUST05118,5.56,7,0,0,Desktop
CUST05119,0.44,2,4,4,Desktop
CUST05120,6.95,3,5,1,Tablet
CUST05121,0.72,3,4,2,Desktop
CUST05122,5.09,1,2,0,Desktop
CUST05123,106.65,9,0,0,Desktop
CUST05124,4.28,3,0,0,Desktop
CUST05125,9.03,8,3,2,Mobile
CUST05126,2.21,8,3,2,Desktop
CUST05127,109.02,6,2,2,Mobile
CUST05128,21.77,6,2,1,Mobile
CUST05129,2.48,4,0,0,Tablet
CUST05130,12.09,7,4,4,Mobile
CUST05131,14.6,6,5,0,Mobile
CUST05132,15.24,8,5,5,Desktop
CUST05133,6.94,4,1,0,Tablet
CUST05134,2.98,1,3,3,Tablet
CUST05135,27.23,3,4,4,Tablet
CUST05136,12.3,1,5,1,Tablet
CUST05137,16.86,1,5,0,Tablet
CUST05138,0.99,6,0,0,Mobile
CUST05139,0.87,8,2,1,Mobile
CUST05140,37.7,6,4,4,Mobile
CUST05141,3.25,9,4,2,Desktop
CUST05142,41.96,7,5,2,Desktop
CUST05143,7.9,1,1,0,Tablet
CUST05144,24.92,7,4,1,Desktop
CUST05145,10.63,8,5,0,Mobile
CUST05146,8.69,1,4,4,Tablet
CUST05147,3.12,5,4,4,Tablet
CUST05148,4.19,3,0,0,Desktop
CUST05149,1.52,7,3,2,Mobile
CUST05150,4.49,8,4,3,Desktop
CUST05151,40.8,9,1,1,Tablet
CUST05152,72.76,9,5,2,Desktop
CUST05153,55.47,5,4,4,Tablet
CUST05154,11.12,3,1,1,Desktop
CUST05155,0.01,2,3,3,Desktop
CUST05156,1.45,2,5,2,Mobile
CUST05157,1.18,3,3,1,Desktop
CUST05158,1.57,4,0,0,Mobile
CUST05159,7.86,6,2,1,Mobile
CUST05160,10.06,3,1,1,Tablet
CUST05161,37.83,12,5,1,Mobile
CUST05162,9.79,8,1,1,Tablet
CUST05163,0.68,8,5,5,Tablet
CUST05164,2.69,2,0,0,Desktop
CUST05165,1.26,3,1,1,Mobile
CUST05166,18.91,4,3,2,Desktop
CUST05167,23.36,6,2,0,Desktop
CUST05168,14.34,9,5,1,Mobile
CUST05169,20.78,5,3,0,Tablet
CUST05170,2.82,8,4,2,Desktop
CUST05171,10.15,8,3,1,Desktop
CUST05172,4.94,5,1,1,Desktop
CUST05173,60.77,1,1,0,Mobile
CUST05174,0.97,7,5,4,Desktop
CUST05175,2.06,5,5,4,Desktop
CUST05176,2.18,11,4,2,Desktop
CUST05177,0.18,2,5,1,Mobile
CUST05178,13.07,3,2,2,Desktop
CUST05179,10.42,5,4,2,Desktop
CUST05180,2.66,5,4,1,Tablet
CUST05181,2.29,10,3,0,Tablet
CUST05182,4.84,3,1,0,Tablet
CUST05183,12.28,8,3,1,Tablet
CUST05184,16.86,10,5,2,Mobile
CUST05185,2.71,6,2,0,Mobile
CUST05186,6.37,1,3,0,Tablet
CUST05187,11.08,8,2,1,Mobile
CUST05188,4.28,4,1,0,Tablet
CUST05189,7.62,8,0,0,Desktop
CUST05190,4.0,4,1,1,Tablet
CUST05191,15.19,5,4,2,Desktop
CUST05192,3.86,3,0,0,Desktop
CUST05193,19.25,1,2,0,Mobile
CUST05194,10.02,2,0,0,Mobile
CUST05195,13.22,9,4,1,Tablet
CUST05196,9.82,4,2,1,Tablet
CUST05197,27.05,4,2,0,Mobile
CUST05198,17.61,8,5,2,Tablet
CUST05199,7.68,4,4,3,Desktop
CUST05200,13.9,5,0,0,Mobile
CUST05201,31.69,2,3,3,Desktop
CUST05202,2.28,6,5,1,Tablet
CUST05203,4.26,3,1,1,Desktop
CUST05204,18.77,7,3,2,Tablet
CUST05205,6.77,9,1,0,Mobile
CUST05206,4.72,6,5,3,Tablet
CUST05207,0.4,3,5,0,Tablet
CUST05208,6.91,6,0,0,Desktop
CUST05209,4.0,3,3,0,Mobile
CUST05210,4.52,6,5,4,Desktop
CUST05211,8.84,7,5,0,Desktop
CUST05212,7.11,7,4,1,Tablet
CUST05213,26.19,12,0,0,Desktop
CUST05214,12.5,8,3,0,Mobile
CUST05215,3.11,6,3,1,Tablet
CUST05216,47.02,3,5,4,Tablet
CUST05217,2.3,4,5,1,Desktop
CUST05218,2.75,1,4,1,Tablet
