CampaignID,CampaignName,CustomerID,CampaignMedium,EngagementLevel,ConversionStatus
CAM0828,Campaign Vote,CUST00225,Push Notification,Opened,Converted
CAM0829,Campaign Significant,CUST02114,Push Notification,Clicked,Converted
CAM0830,Campaign Early,CUST09994,Email,Clicked,Converted
CAM0831,Campaign Present,CUST07955,SMS,Clicked,Not Converted
CAM0832,Campaign Serve,CUST03730,Email,Opened,Converted
CAM0833,Campaign Surface,CUST09410,Email,Ignored,Not Converted
CAM0834,Campaign Hand,CUST09594,SMS,Ignored,Not Converted
CAM0835,Campaign Least,CUST07945,Social Media,Opened,Converted
CAM0836,Campaign Lead,CUST00226,Push Notification,Ignored,Not Converted
CAM0837,Campaign Policy,CUST04852,Social Media,Ignored,Not Converted
CAM0838,Campaign Yourself,CUST02786,Push Notification,Clicked,Converted
CAM0839,Campaign Parent,CUST08105,Social Media,Ignored,Converted
CAM0840,Campaign Compare,CUST02202,Push Notification,Opened,Converted
CAM0841,Campaign Pay,CUST06587,Email,Ignored,Not Converted
CAM0842,Campaign Cup,CUST06765,Email,Opened,Not Converted
CAM0843,Campaign Myself,CUST04024,Social Media,Ignored,Converted
CAM0844,Campaign Such,CUST04477,Social Media,Ignored,Converted
CAM0845,Campaign Western,CUST05136,Push Notification,Clicked,Not Converted
CAM0846,Campaign Market,CUST08245,SMS,Opened,Not Converted
CAM0847,Campaign Soldier,CUST07793,Email,Clicked,Converted
CAM0848,Campaign Control,CUST07014,Social Media,Ignored,Converted
CAM0849,Campaign Cultural,CUST00585,SMS,Opened,Not Converted
CAM0850,Campaign Hard,CUST04296,Email,Opened,Converted
CAM0851,Campaign Organization,CUST03530,Social Media,Opened,Converted
CAM0852,Campaign Business,CUST02153,SMS,Clicked,Not Converted
CAM0853,Campaign Forget,CUST09929,Social Media,Ignored,Converted
CAM0854,Campaign Green,CUST05309,Push Notification,Ignored,Converted
CAM0855,Campaign Science,CUST06569,SMS,Clicked,Converted
CAM0856,Campaign Understand,CUST07356,Push Notification,Clicked,Not Converted
CAM0857,Campaign Accept,CUST02450,SMS,Clicked,Not Converted
CAM0858,Campaign Might,CUST08620,Email,Clicked,Converted
CAM0859,Campaign Election,CUST02733,Push Notification,Clicked,Converted
CAM0860,Campaign These,CUST03031,Push Notification,Opened,Converted
CAM0861,Campaign Beat,CUST07163,SMS,Opened,Not Converted
CAM0862,Campaign Glass,CUST07653,Email,Ignored,Converted
CAM0863,Campaign Identify,CUST07007,SMS,Ignored,Converted
CAM0864,Campaign Offer,CUST09721,Email,Clicked,Converted
CAM0865,Campaign Hospital,CUST06908,Email,Ignored,Not Converted
CAM0866,Campaign Budget,CUST05687,Email,Opened,Not Converted
CAM0867,Campaign Out,CUST03595,Push Notification,Opened,Converted
CAM0868,Campaign Fire,CUST02098,Social Media,Clicked,Converted
CAM0869,Campaign Next,CUST05221,SMS,Ignored,Converted
CAM0870,Campaign Gun,CUST07699,Push Notification,Clicked,Converted
CAM0871,Campaign During,CUST02951,SMS,Clicked,Converted
CAM0872,Campaign Last,CUST03878,SMS,Ignored,Converted
CAM0873,Campaign Specific,CUST06398,Social Media,Opened,Converted
CAM0874,Campaign Military,CUST02808,SMS,Clicked,Converted
CAM0875,Campaign New,CUST05206,SMS,Ignored,Converted
CAM0876,Campaign Health,CUST03233,Email,Ignored,Converted
CAM0877,Campaign National,CUST06109,Email,Clicked,Not Converted
CAM0878,Campaign Assume,CUST02206,Email,Clicked,Converted
CAM0879,Campaign Best,CUST09990,Social Media,Clicked,Not Converted
CAM0880,Campaign Factor,CUST09245,SMS,Ignored,Not Converted
CAM0881,Campaign Deal,CUST05290,Social Media,Clicked,Converted
CAM0882,Campaign Produce,CUST09861,Email,Opened,Not Converted
CAM0883,Campaign Attack,CUST08265,Push Notification,Clicked,Not Converted
CAM0884,Campaign Indeed,CUST02303,Social Media,Ignored,Not Converted
CAM0885,Campaign Start,CUST08127,SMS,Clicked,Converted
CAM0886,Campaign Else,CUST00307,Push Notification,Ignored,Converted
CAM0887,Campaign Treat,CUST00688,SMS,Opened,Not Converted
CAM0888,Campaign Sister,CUST00749,SMS,Ignored,Not Converted
CAM0889,Campaign We,CUST02159,Push Notification,Clicked,Converted
CAM0890,Campaign Management,CUST02454,Social Media,Clicked,Not Converted
CAM0891,Campaign Likely,CUST08515,Push Notification,Ignored,Not Converted
CAM0892,Campaign Throughout,CUST08785,Social Media,Clicked,Not Converted
CAM0893,Campaign Surface,CUST07263,Social Media,Opened,Not Converted
CAM0894,Campaign Message,CUST02859,Social Media,Opened,Not Converted
CAM0895,Campaign Day,CUST03698,Email,Opened,Not Converted
CAM0896,Campaign Able,CUST09275,SMS,Opened,Converted
CAM0897,Campaign Yeah,CUST03758,Social Media,Clicked,Converted
CAM0898,Campaign Size,CUST05475,Email,Opened,Not Converted
CAM0899,Campaign Again,CUST03004,Push Notification,Clicked,Converted
CAM0900,Campaign Small,CUST05825,Email,Clicked,Converted
CAM0901,Campaign Teacher,CUST03476,Push Notification,Opened,Converted
CAM0902,Campaign Whatever,CUST07401,Push Notification,Clicked,Converted
CAM0903,Campaign Program,CUST01339,SMS,Clicked,Converted
CAM0904,Campaign Alone,CUST05561,SMS,Opened,Not Converted
CAM0905,Campaign Industry,CUST09357,Email,Ignored,Converted
CAM0906,Campaign Poor,CUST02989,Email,Ignored,Not Converted
CAM0907,Campaign Issue,CUST02594,Social Media,Opened,Not Converted
CAM0908,Campaign Always,CUST01608,Social Media,Clicked,Not Converted
CAM0909,Campaign General,CUST09525,Social Media,Opened,Converted
CAM0910,Campaign Remain,CUST09721,SMS,Ignored,Not Converted
CAM0911,Campaign Compare,CUST08168,Social Media,Opened,Not Converted
CAM0912,Campaign Manage,CUST04649,Push Notification,Clicked,Not Converted
CAM0913,Campaign At,CUST00542,Email,Ignored,Not Converted
CAM0914,Campaign Alone,CUST02905,Email,Ignored,Not Converted
CAM0915,Campaign Likely,CUST03896,Push Notification,Clicked,Not Converted
CAM0916,Campaign Home,CUST06865,Push Notification,Opened,Converted
CAM0917,Campaign Bed,CUST05756,Email,Opened,Converted
CAM0918,Campaign Performance,CUST00218,Email,Opened,Converted
CAM0919,Campaign Future,CUST09848,Email,Ignored,Not Converted
CAM0920,Campaign Here,CUST00470,Social Media,Ignored,Converted
CAM0921,Campaign Apply,CUST07148,SMS,Opened,Converted
CAM0922,Campaign Central,CUST01923,Social Media,Clicked,Not Converted
CAM0923,Campaign Father,CUST08467,Email,Opened,Converted
CAM0924,Campaign People,CUST05056,Email,Ignored,Not Converted
CAM0925,Campaign Common,CUST04270,Push Notification,Clicked,Converted
CAM0926,Campaign Animal,CUST06302,Email,Opened,Converted
CAM0927,Campaign We,CUST09467,Social Media,Clicked,Converted
CAM0928,Campaign Watch,CUST00509,Social Media,Ignored,Not Converted
CAM0929,Campaign Hotel,CUST03257,Push Notification,Opened,Not Converted
CAM0930,Campaign On,CUST04151,Push Notification,Opened,Converted
CAM0931,Campaign Nice,CUST02947,SMS,Ignored,Converted
CAM0932,Campaign Since,CUST09962,Email,Clicked,Converted
CAM0933,Campaign Her,CUST08234,Email,Ignored,Not Converted
CAM0934,Campaign Five,CUST08735,Email,Ignored,Converted
CAM0935,Campaign North,CUST00695,Social Media,Ignored,Converted
CAM0936,Campaign Garden,CUST03180,Push Notification,Ignored,Converted
CAM0937,Campaign Change,CUST09699,Push Notification,Clicked,Not Converted
CAM0938,Campaign Across,CUST09817,Social Media,Ignored,Not Converted
CAM0939,Campaign Continue,CUST07008,SMS,Ignored,Not Converted
CAM0940,Campaign Field,CUST01735,SMS,Ignored,Converted
CAM0941,Campaign Might,CUST08233,SMS,Ignored,Not Converted
CAM0942,Campaign Trouble,CUST07405,Social Media,Opened,Converted
CAM0943,Campaign Cell,CUST07789,Push Notification,Clicked,Not Converted
CAM0944,Campaign Base,CUST09916,Email,Ignored,Not Converted
CAM0945,Campaign Off,CUST05810,Social Media,Clicked,Converted
CAM0946,Campaign Visit,CUST07546,Push Notification,Ignored,Converted
CAM0947,Campaign Although,CUST05936,Social Media,Ignored,Converted
CAM0948,Campaign West,CUST04159,Push Notification,Clicked,Not Converted
CAM0949,Campaign Apply,CUST04007,Push Notification,Ignored,Not Converted
CAM0950,Campaign Walk,CUST00889,Social Media,Opened,Converted
CAM0951,Campaign Season,CUST02199,Social Media,Ignored,Converted
CAM0952,Campaign Similar,CUST04358,SMS,Clicked,Not Converted
CAM0953,Campaign Walk,CUST02500,Email,Opened,Converted
CAM0954,Campaign Chair,CUST06636,Push Notification,Opened,Converted
CAM0955,Campaign Program,CUST07816,Push Notification,Opened,Converted
CAM0956,Campaign Question,CUST01209,Email,Opened,Not Converted
CAM0957,Campaign Different,CUST08491,Social Media,Opened,Not Converted
CAM0958,Campaign You,CUST02937,Email,Ignored,Converted
CAM0959,Campaign Today,CUST02391,Email,Opened,Converted
CAM0960,Campaign Interview,CUST01079,SMS,Opened,Converted
CAM0961,Campaign Piece,CUST02621,Email,Opened,Not Converted
CAM0962,Campaign Him,CUST08514,Email,Clicked,Not Converted
CAM0963,Campaign Country,CUST09899,Push Notification,Opened,Not Converted
CAM0964,Campaign Notice,CUST07373,SMS,Clicked,Converted
CAM0965,Campaign Of,CUST04650,Push Notification,Clicked,Converted
CAM0966,Campaign Material,CUST03495,Email,Opened,Not Converted
CAM0967,Campaign Within,CUST07225,Push Notification,Clicked,Not Converted
CAM0968,Campaign Present,CUST01860,Push Notification,Ignored,Not Converted
CAM0969,Campaign Difference,CUST00801,SMS,Clicked,Converted
CAM0970,Campaign Development,CUST05052,Email,Clicked,Not Converted
CAM0971,Campaign Law,CUST01608,Social Media,Ignored,Converted
CAM0972,Campaign Affect,CUST04114,SMS,Opened,Converted
CAM0973,Campaign Impact,CUST08577,Social Media,Ignored,Not Converted
CAM0974,Campaign Work,CUST05123,Social Media,Clicked,Converted
CAM0975,Campaign Recognize,CUST08195,Social Media,Clicked,Not Converted
CAM0976,Campaign Measure,CUST08853,SMS,Opened,Not Converted
CAM0977,Campaign Various,CUST04015,Push Notification,Opened,Not Converted
CAM0978,Campaign Environment,CUST09376,Email,Clicked,Converted
CAM0979,Campaign Practice,CUST08696,Social Media,Clicked,Converted
CAM0980,Campaign Mouth,CUST04039,Email,Clicked,Not Converted
CAM0981,Campaign Him,CUST03726,Social Media,Ignored,Converted
CAM0982,Campaign Authority,CUST07346,Push Notification,Ignored,Converted
CAM0983,Campaign Wide,CUST07417,Push Notification,Clicked,Converted
CAM0984,Campaign Away,CUST01243,Social Media,Opened,Converted
CAM0985,Campaign The,CUST09775,Social Media,Opened,Converted
CAM0986,Campaign Soldier,CUST00503,SMS,Ignored,Converted
CAM0987,Campaign Exactly,CUST02429,Push Notification,Clicked,Not Converted
CAM0988,Campaign Kind,CUST05044,Push Notification,Clicked,Converted
CAM0989,Campaign Eye,CUST01409,Email,Opened,Not Converted
CAM0990,Campaign Major,CUST00448,Email,Opened,Converted
CAM0991,Campaign Develop,CUST05899,Push Notification,Clicked,Converted
CAM0992,Campaign Site,CUST03525,Social Media,Ignored,Converted
CAM0993,Campaign Allow,CUST04334,Push Notification,Ignored,Converted
CAM0994,Campaign Budget,CUST05972,Push Notification,Clicked,Not Converted
CAM0995,Campaign Medical,CUST04614,Push Notification,Opened,Not Converted
CAM0996,Campaign Road,CUST00823,Social Media,Opened,Converted
CAM0997,Campaign Major,CUST04087,Push Notification,Clicked,Converted
CAM0998,Campaign Television,CUST05482,Social Media,Ignored,Not Converted
CAM0999,Campaign Doctor,CUST01996,Email,Opened,Converted
CAM1000,Campaign Create,CUST00666,Push Notification,Ignored,Converted
CAM1001,Campaign Professor,CUST07482,Email,Opened,Converted
CAM1002,Campaign Sometimes,CUST04860,SMS,Clicked,Not Converted
CAM1003,Campaign Three,CUST09450,Email,Clicked,Not Converted
CAM1004,Campaign Matter,CUST08493,Social Media,Clicked,Not Converted
CAM1005,Campaign Ready,CUST03505,Email,Ignored,Converted
CAM1006,Campaign Late,CUST00315,Push Notification,Opened,Converted
CAM1007,Campaign Green,CUST09033,Push Notification,Ignored,Converted
CAM1008,Campaign Fall,CUST08069,Push Notification,Opened,Converted
CAM1009,Campaign Camera,CUST09046,Email,Opened,Not Converted
CAM1010,Campaign Measure,CUST05029,Email,Clicked,Not Converted
CAM1011,Campaign Senior,CUST04546,Social Media,Opened,Converted
CAM1012,Campaign Stand,CUST05283,SMS,Opened,Not Converted
CAM1013,Campaign Only,CUST09651,Push Notification,Ignored,Converted
CAM1014,Campaign Return,CUST09376,Social Media,Ignored,Not Converted
CAM1015,Campaign House,CUST03910,Email,Clicked,Converted
CAM1016,Campaign Memory,CUST06057,SMS,Clicked,Not Converted
CAM1017,Campaign Threat,CUST06763,Social Media,Opened,Not Converted
CAM1018,Campaign Certain,CUST01881,Social Media,Ignored,Not Converted
CAM1019,Campaign Worry,CUST01545,SMS,Opened,Converted
CAM1020,Campaign Trip,CUST06678,Email,Opened,Not Converted
CAM1021,Campaign Enter,CUST06677,SMS,Opened,Not Converted
CAM1022,Campaign Short,CUST09297,Social Media,Clicked,Converted
CAM1023,Campaign Discussion,CUST01528,Push Notification,Clicked,Converted
CAM1024,Campaign Someone,CUST06624,Email,Clicked,Not Converted
CAM1025,Campaign Anything,CUST06134,SMS,Ignored,Not Converted
CAM1026,Campaign Like,CUST06130,Push Notification,Ignored,Converted
CAM1027,Campaign Them,CUST04217,Social Media,Clicked,Converted
CAM1028,Campaign Tree,CUST00751,Email,Ignored,Converted
CAM1029,Campaign Later,CUST05053,Push Notification,Opened,Not Converted
CAM1030,Campaign Prevent,CUST03122,Email,Clicked,Not Converted
CAM1031,Campaign Stage,CUST07043,SMS,Opened,Converted
CAM1032,Campaign Street,CUST05927,Email,Clicked,Converted
CAM1033,Campaign Yourself,CUST02077,Social Media,Ignored,Converted
CAM1034,Campaign Old,CUST06787,Email,Ignored,Not Converted
CAM1035,Campaign Fund,CUST03696,SMS,Clicked,Converted
CAM1036,Campaign Sell,CUST05509,SMS,Clicked,Not Converted
CAM1037,Campaign Hear,CUST03091,Email,Clicked,Converted
CAM1038,Campaign Population,CUST02370,Email,Clicked,Converted
CAM1039,Campaign Glass,CUST05991,SMS,Opened,Converted
CAM1040,Campaign Word,CUST09989,Email,Ignored,Converted
CAM1041,Campaign Movie,CUST04703,Social Media,Ignored,Not Converted
CAM1042,Campaign Scientist,CUST02752,Push Notification,Opened,Converted
CAM1043,Campaign Take,CUST04911,Social Media,Opened,Converted
CAM1044,Campaign Contain,CUST09314,Push Notification,Clicked,Not Converted
CAM1045,Campaign Boy,CUST06717,SMS,Opened,Converted
CAM1046,Campaign Also,CUST01350,Email,Opened,Not Converted
CAM1047,Campaign Table,CUST03256,Push Notification,Opened,Converted
CAM1048,Campaign Between,CUST08805,Push Notification,Opened,Not Converted
CAM1049,Campaign Once,CUST03194,SMS,Opened,Converted
CAM1050,Campaign Structure,CUST03046,Social Media,Clicked,Converted
CAM1051,Campaign Add,CUST02264,SMS,Ignored,Converted
CAM1052,Campaign Person,CUST07628,Email,Opened,Converted
CAM1053,Campaign Three,CUST09939,Push Notification,Clicked,Converted
CAM1054,Campaign Owner,CUST02725,Push Notification,Ignored,Not Converted
CAM1055,Campaign Although,CUST06992,Email,Clicked,Not Converted
CAM1056,Campaign Fish,CUST02008,Email,Clicked,Not Converted
CAM1057,Campaign Health,CUST06246,Social Media,Opened,Converted
CAM1058,Campaign Politics,CUST05514,Push Notification,Ignored,Converted
CAM1059,Campaign Very,CUST02268,Email,Clicked,Not Converted
CAM1060,Campaign Production,CUST00148,Social Media,Clicked,Not Converted
CAM1061,Campaign Whether,CUST03151,SMS,Clicked,Converted
CAM1062,Campaign Do,CUST08420,Email,Opened,Converted
CAM1063,Campaign Stuff,CUST05557,Push Notification,Ignored,Converted
CAM1064,Campaign Sell,CUST06990,Social Media,Opened,Converted
CAM1065,Campaign Close,CUST00449,Push Notification,Clicked,Not Converted
CAM1066,Campaign Threat,CUST04768,Social Media,Clicked,Not Converted
CAM1067,Campaign Hundred,CUST01556,Push Notification,Clicked,Converted
CAM1068,Campaign Draw,CUST00174,Social Media,Opened,Converted
CAM1069,Campaign Speak,CUST08129,Push Notification,Clicked,Converted
CAM1070,Campaign Effect,CUST00515,Social Media,Opened,Not Converted
CAM1071,Campaign Your,CUST09791,Social Media,Opened,Not Converted
CAM1072,Campaign Offer,CUST04193,Social Media,Clicked,Converted
CAM1073,Campaign Why,CUST05405,Push Notification,Ignored,Converted
CAM1074,Campaign Everyone,CUST05984,SMS,Opened,Not Converted
CAM1075,Campaign Least,CUST02883,Push Notification,Clicked,Not Converted
CAM1076,Campaign Develop,CUST09244,Push Notification,Clicked,Converted
CAM1077,Campaign Sound,CUST04843,Email,Clicked,Converted
CAM1078,Campaign Live,CUST09117,Social Media,Ignored,Converted
CAM1079,Campaign Sing,CUST00197,SMS,Ignored,Not Converted
CAM1080,Campaign Trade,CUST05533,Social Media,Opened,Not Converted
CAM1081,Campaign Use,CUST02281,SMS,Opened,Converted
CAM1082,Campaign Tonight,CUST02358,Email,Ignored,Not Converted
CAM1083,Campaign Certainly,CUST09365,Social Media,Clicked,Converted
CAM1084,Campaign Certainly,CUST02085,Social Media,Opened,Not Converted
CAM1085,Campaign Sea,CUST07633,Social Media,Ignored,Converted
CAM1086,Campaign Seat,CUST05076,Social Media,Clicked,Not Converted
CAM1087,Campaign Maintain,CUST05003,Social Media,Clicked,Not Converted
CAM1088,Campaign Mrs,CUST00809,Email,Ignored,Not Converted
CAM1089,Campaign Painting,CUST03602,Email,Opened,Not Converted
CAM1090,Campaign Week,CUST08442,Push Notification,Ignored,Not Converted
CAM1091,Campaign Be,CUST03591,Push Notification,Opened,Not Converted
CAM1092,Campaign Practice,CUST02003,Push Notification,Ignored,Not Converted
CAM1093,Campaign Senior,CUST03477,Push Notification,Opened,Converted
CAM1094,Campaign Current,CUST00671,Email,Clicked,Converted
CAM1095,Campaign Politics,CUST09788,Email,Opened,Converted
CAM1096,Campaign Full,CUST02496,SMS,Ignored,Not Converted
CAM1097,Campaign Discussion,CUST06171,SMS,Opened,Converted
CAM1098,Campaign Call,CUST08687,Email,Opened,Converted
CAM1099,Campaign Decide,CUST07183,Push Notification,Opened,Not Converted
CAM1100,Campaign Morning,CUST03977,Email,Opened,Converted
CAM1101,Campaign President,CUST01576,SMS,Clicked,Not Converted
CAM1102,Campaign People,CUST06766,SMS,Ignored,Converted
CAM1103,Campaign Quickly,CUST03171,Social Media,Ignored,Converted
CAM1104,Campaign Away,CUST08000,Email,Clicked,Converted
CAM1105,Campaign Attack,CUST09913,Email,Clicked,Not Converted
CAM1106,Campaign They,CUST09039,Push Notification,Opened,Not Converted
CAM1107,Campaign Relationship,CUST05021,SMS,Ignored,Not Converted
CAM1108,Campaign Suffer,CUST03941,Email,Ignored,Converted
CAM1109,Campaign Human,CUST07838,Email,Clicked,Converted
CAM1110,Campaign Campaign,CUST07869,Email,Clicked,Not Converted
CAM1111,Campaign Current,CUST02272,Email,Clicked,Not Converted
CAM1112,Campaign Film,CUST03940,SMS,Opened,Converted
CAM1113,Campaign Including,CUST07679,Push Notification,Opened,Not Converted
CAM1114,Campaign Too,CUST05848,SMS,Opened,Converted
CAM1115,Campaign Financial,CUST01410,SMS,Opened,Not Converted
CAM1116,Campaign Camera,CUST06336,Email,Opened,Converted
CAM1117,Campaign Stay,CUST04478,SMS,Opened,Not Converted
CAM1118,Campaign Free,CUST09950,Email,Opened,Not Converted
CAM1119,Campaign With,CUST07154,SMS,Opened,Not Converted
CAM1120,Campaign Way,CUST01425,Social Media,Opened,Converted
CAM1121,Campaign Find,CUST07343,Social Media,Opened,Not Converted
CAM1122,Campaign Prove,CUST07248,Push Notification,Clicked,Converted
CAM1123,Campaign But,CUST06073,SMS,Ignored,Not Converted
CAM1124,Campaign Do,CUST04247,Push Notification,Ignored,Not Converted
CAM1125,Campaign Down,CUST01142,SMS,Clicked,Not Converted
CAM1126,Campaign Lead,CUST04990,Social Media,Ignored,Not Converted
CAM1127,Campaign Talk,CUST08147,Push Notification,Clicked,Converted
CAM1128,Campaign At,CUST01006,Social Media,Opened,Not Converted
CAM1129,Campaign Yard,CUST05057,Social Media,Clicked,Converted
CAM1130,Campaign Possible,CUST07270,Email,Opened,Not Converted
CAM1131,Campaign Idea,CUST09497,Email,Ignored,Not Converted
CAM1132,Campaign Current,CUST03606,Push Notification,Opened,Converted
CAM1133,Campaign Something,CUST01897,Email,Opened,Not Converted
CAM1134,Campaign Agreement,CUST06400,Push Notification,Ignored,Converted
CAM1135,Campaign Talk,CUST04120,Social Media,Opened,Not Converted
CAM1136,Campaign Memory,CUST08818,Email,Clicked,Converted
CAM1137,Campaign Consider,CUST09520,SMS,Opened,Converted
CAM1138,Campaign Property,CUST05255,Email,Clicked,Not Converted
CAM1139,Campaign Dream,CUST01623,SMS,Opened,Converted
CAM1140,Campaign Against,CUST07952,Social Media,Ignored,Converted
CAM1141,Campaign General,CUST04143,SMS,Opened,Not Converted
CAM1142,Campaign Seek,CUST07536,SMS,Opened,Converted
CAM1143,Campaign Area,CUST08420,SMS,Opened,Not Converted
CAM1144,Campaign Voice,CUST07704,Email,Clicked,Converted
CAM1145,Campaign Interest,CUST08304,Push Notification,Opened,Converted
CAM1146,Campaign Up,CUST07721,Push Notification,Clicked,Not Converted
CAM1147,Campaign Just,CUST00172,Social Media,Clicked,Not Converted
CAM1148,Campaign Professor,CUST05833,Push Notification,Opened,Converted
CAM1149,Campaign Institution,CUST01642,Push Notification,Opened,Not Converted
CAM1150,Campaign Participant,CUST04538,SMS,Ignored,Not Converted
CAM1151,Campaign Consumer,CUST04850,Email,Opened,Converted
CAM1152,Campaign Available,CUST09522,Push Notification,Ignored,Converted
CAM1153,Campaign According,CUST09399,Push Notification,Ignored,Converted
CAM1154,Campaign Or,CUST07087,Social Media,Opened,Not Converted
CAM1155,Campaign Method,CUST02238,SMS,Opened,Not Converted
CAM1156,Campaign Fear,CUST01795,Push Notification,Clicked,Not Converted
CAM1157,Campaign Prove,CUST01694,Social Media,Opened,Not Converted
CAM1158,Campaign Scene,CUST00412,Push Notification,Clicked,Converted
CAM1159,Campaign Price,CUST06146,Push Notification,Opened,Not Converted
CAM1160,Campaign Teacher,CUST06170,SMS,Clicked,Not Converted
CAM1161,Campaign Argue,CUST01473,SMS,Clicked,Not Converted
CAM1162,Campaign Similar,CUST00693,Social Media,Clicked,Converted
CAM1163,Campaign Include,CUST06803,SMS,Ignored,Not Converted
CAM1164,Campaign Investment,CUST06376,Email,Clicked,Converted
CAM1165,Campaign Drop,CUST04160,Social Media,Opened,Converted
CAM1166,Campaign Art,CUST07260,Push Notification,Clicked,Not Converted
CAM1167,Campaign Consider,CUST06326,SMS,Opened,Converted
CAM1168,Campaign The,CUST03993,Email,Clicked,Converted
CAM1169,Campaign Level,CUST06380,Social Media,Opened,Converted
CAM1170,Campaign Program,CUST04474,Push Notification,Ignored,Converted
CAM1171,Campaign Let,CUST00144,Social Media,Opened,Converted
CAM1172,Campaign Cause,CUST07078,Push Notification,Opened,Converted
CAM1173,Campaign Old,CUST07635,Push Notification,Clicked,Not Converted
CAM1174,Campaign Her,CUST00261,Email,Ignored,Not Converted
CAM1175,Campaign General,CUST00254,Social Media,Opened,Converted
CAM1176,Campaign Office,CUST06370,Push Notification,Ignored,Converted
CAM1177,Campaign Compare,CUST00559,Push Notification,Ignored,Converted
CAM1178,Campaign Field,CUST08929,Email,Opened,Converted
CAM1179,Campaign Pass,CUST07360,SMS,Opened,Converted
CAM1180,Campaign Response,CUST02160,Email,Opened,Not Converted
CAM1181,Campaign Real,CUST09366,Push Notification,Opened,Converted
CAM1182,Campaign Television,CUST06617,SMS,Opened,Not Converted
CAM1183,Campaign Involve,CUST06864,Push Notification,Opened,Converted
CAM1184,Campaign List,CUST02929,Email,Clicked,Not Converted
CAM1185,Campaign Feeling,CUST02460,Push Notification,Clicked,Converted
CAM1186,Campaign Employee,CUST05615,SMS,Opened,Converted
CAM1187,Campaign Answer,CUST05667,Push Notification,Clicked,Converted
CAM1188,Campaign Message,CUST09692,Email,Ignored,Not Converted
CAM1189,Campaign Produce,CUST08136,Email,Clicked,Not Converted
CAM1190,Campaign Air,CUST07820,Email,Clicked,Converted
CAM1191,Campaign Green,CUST04330,Email,Ignored,Converted
CAM1192,Campaign Rich,CUST09113,Social Media,Clicked,Converted
CAM1193,Campaign Last,CUST01908,Social Media,Clicked,Converted
CAM1194,Campaign Free,CUST07357,Social Media,Ignored,Converted
CAM1195,Campaign City,CUST08191,Social Media,Opened,Not Converted
CAM1196,Campaign To,CUST01483,Push Notification,Opened,Converted
CAM1197,Campaign Subject,CUST03032,Social Media,Clicked,Converted
CAM1198,Campaign Number,CUST04763,Social Media,Opened,Not Converted
CAM1199,Campaign Rise,CUST03248,Push Notification,Opened,Converted
CAM1200,Campaign Reduce,CUST03119,Email,Clicked,Converted
CAM1201,Campaign Watch,CUST04057,Social Media,Opened,Not Converted
CAM1202,Campaign During,CUST06209,Push Notification,Opened,Not Converted
CAM1203,Campaign Than,CUST01258,Social Media,Ignored,Not Converted
CAM1204,Campaign Throw,CUST08182,SMS,Clicked,Converted
CAM1205,Campaign Left,CUST07334,Social Media,Ignored,Converted
CAM1206,Campaign List,CUST04830,Email,Ignored,Not Converted
CAM1207,Campaign Dinner,CUST09017,Push Notification,Clicked,Not Converted
CAM1208,Campaign For,CUST06819,Social Media,Opened,Not Converted
CAM1209,Campaign Thought,CUST08512,Email,Ignored,Converted
CAM1210,Campaign Consider,CUST01275,Push Notification,Opened,Not Converted
CAM1211,Campaign Chair,CUST00785,Social Media,Clicked,Converted
CAM1212,Campaign Nation,CUST06164,SMS,Ignored,Converted
CAM1213,Campaign Bad,CUST07805,Push Notification,Clicked,Not Converted
CAM1214,Campaign This,CUST08867,Social Media,Ignored,Not Converted
CAM1215,Campaign Film,CUST08782,Email,Ignored,Converted
CAM1216,Campaign President,CUST03317,Push Notification,Opened,Converted
CAM1217,Campaign Reason,CUST00187,SMS,Ignored,Not Converted
CAM1218,Campaign Myself,CUST04649,Email,Clicked,Converted
CAM1219,Campaign Budget,CUST05640,SMS,Clicked,Not Converted
CAM1220,Campaign Cover,CUST09068,SMS,Ignored,Not Converted
CAM1221,Campaign Yourself,CUST03403,Push Notification,Clicked,Not Converted
CAM1222,Campaign Fire,CUST08145,Push Notification,Clicked,Not Converted
CAM1223,Campaign Direction,CUST03979,Email,Clicked,Not Converted
CAM1224,Campaign Into,CUST03390,Social Media,Opened,Converted
CAM1225,Campaign Live,CUST03253,SMS,Clicked,Not Converted
CAM1226,Campaign Training,CUST02725,Push Notification,Clicked,Converted
CAM1227,Campaign How,CUST00389,SMS,Ignored,Not Converted
CAM1228,Campaign Writer,CUST06779,SMS,Clicked,Not Converted
CAM1229,Campaign His,CUST02663,Social Media,Opened,Converted
CAM1230,Campaign Movement,CUST06276,Social Media,Opened,Not Converted
CAM1231,Campaign Black,CUST07814,SMS,Clicked,Converted
CAM1232,Campaign Art,CUST00723,Push Notification,Clicked,Not Converted
CAM1233,Campaign Bed,CUST05274,SMS,Ignored,Converted
CAM1234,Campaign Carry,CUST04150,Social Media,Clicked,Converted
CAM1235,Campaign Outside,CUST09622,Email,Clicked,Not Converted
CAM1236,Campaign Law,CUST08536,Email,Clicked,Not Converted
CAM1237,Campaign Someone,CUST09585,SMS,Clicked,Converted
CAM1238,Campaign Media,CUST07668,Push Notification,Clicked,Converted
CAM1239,Campaign Door,CUST07883,SMS,Clicked,Converted
CAM1240,Campaign Bag,CUST00699,Push Notification,Clicked,Not Converted
CAM1241,Campaign Western,CUST05521,SMS,Ignored,Not Converted
